trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
186,False,"{'a': 0.4, 'e': 0.025783444692613768}",20,5,23.95885573867961,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.4, 'e': 0.025686851525384902}",25,0,38.32646781077778,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.4, 'e': 0.02559113250614552}",25,19,12.224117487317075,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.4, 'e': 0.025496275137115727}",30,14,14.10493336440161,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.4, 'e': 0.025402267164086504}",25,18,13.305892571928998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.4, 'e': 0.025309096570421404}",30,21,15.375712029960244,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.4, 'e': 0.025216751571236373}",20,7,23.944022215568783,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.4, 'e': 0.02512522060775163}",20,3,26.740819358080024,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.4, 'e': 0.025034492341809642}",25,9,25.050339078019714,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.4, 'e': 0.024944555650553431}",20,5,9.679185769286134,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.4, 'e': 0.024855399621259773}",25,19,8.306464681714996,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.4, 'e': 0.024767013546322044}",25,8,33.63783195215688,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.4, 'e': 0.024679386918377559}",25,20,9.197431933144331,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.4, 'e': 0.024592509425574609}",25,0,22.8991497981041,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
200,False,"{'a': 0.4, 'e': 0.024506370946974502}",30,16,25.388773940973387,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.4, 'e': 0.024420961548084062}",30,15,28.97597976469564,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.4, 'e': 0.024336271476514303}",20,0,16.279415126659913,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
203,False,"{'a': 0.4, 'e': 0.024252291157761119}",30,15,-18.799132197063575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.4, 'e': 0.024169011191103873}",25,12,22.420653274777493,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.4, 'e': 0.024086422345618211}",20,12,16.005515006256026,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.4, 'e': 0.024004515556299209}",30,9,33.572134733748584,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.4, 'e': 0.023923281920291379}",20,12,15.095469123773267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.4, 'e': 0.023842712693222065}",30,12,28.317455726622423,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.4, 'e': 0.023762799285634892}",30,7,36.034443240103286,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.4, 'e': 0.023683533259520117}",30,21,18.350943025733873,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.4, 'e': 0.023604906324938744}",30,13,31.145446144802545,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.4, 'e': 0.023526910336737514}",20,0,14.734278107990837,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.4, 'e': 0.023449537291351821}",20,10,16.416609387791567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.4, 'e': 0.023372779323693863}",20,13,12.32183657063586,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.4, 'e': 0.023296628704123353}",20,8,19.623886698128512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.4, 'e': 0.023221077835498254}",25,3,23.567691583851527,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.4, 'e': 0.023146119250302952}",20,14,11.564581759827227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.4, 'e': 0.023071745607851673}",25,1,34.92397308802778,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.4, 'e': 0.02299794969156467}",20,16,8.580421454476078,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.4, 'e': 0.022924724406315052}",25,0,29.829837802977703,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 0.4, 'e': 0.022852062775844083}",25,16,14.868237000559283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.4, 'e': 0.022779957940242908}",20,0,28.853574565791256,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.4, 'e': 0.022708403153498664}",20,0,32.866131113549244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.4, 'e': 0.022637391781103106}",25,16,16.840183006745367,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.4, 'e': 0.022566917297721815}",30,20,20.55975733546152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.4, 'e': 0.022496973284922291}",20,12,15.286664615174955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.4, 'e': 0.022427553428959048}",30,10,-11.109764804299777,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.4, 'e': 0.022358651518614211}",30,23,11.720739580963938,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.4, 'e': 0.022290261443091822}",20,4,24.832868546141984,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.4, 'e': 0.02222237718996441}",30,16,21.562933254631204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.4, 'e': 0.022154992843170237}",20,5,26.119935439642777,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.4, 'e': 0.02208810258105981}",20,10,17.579530863090913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.4, 'e': 0.022021700674490181}",30,22,14.467311523018058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.4, 'e': 0.021955781484965721}",25,9,28.43247014875624,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.4, 'e': 0.021890339462823996}",25,8,34.783190948237,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.4, 'e': 0.021825369145465536}",25,14,25.24727155532295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.4, 'e': 0.021760865155626127}",30,18,20.081209772734347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.4, 'e': 0.021696822199690585}",25,7,31.588314893967937,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.4, 'e': 0.021633235066046728}",35,23,23.76517931181998,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.4, 'e': 0.021570098623478466}",20,9,21.863813176175483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.4, 'e': 0.021507407819596955}",25,0,33.143743058755334,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.4, 'e': 0.021445157679308664}",20,16,9.821911588468854,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.4, 'e': 0.02138334330331948}",20,13,10.729470106845614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.4, 'e': 0.021321959866673689}",20,11,15.237329721432197,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.4, 'e': 0.021261002617327055}",20,8,22.93768233797529,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.4, 'e': 0.021200466874752927}",20,14,10.367306622696809,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.4, 'e': 0.02114034802858053}",20,0,25.91508953480434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.4, 'e': 0.021080641537264629}",30,18,24.34558764812456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.4, 'e': 0.021021342926785595}",25,0,41.51451347299483,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.4, 'e': 0.020962447789379161}",30,20,-4.5801929312354845,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.4, 'e': 0.020903951782295059}",20,0,24.657647359355295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.4, 'e': 0.020845850626583715}",20,0,31.063073643079836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.4, 'e': 0.020788140105910312}",20,8,22.513352888345874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.4, 'e': 0.020730816065395501}",25,17,8.173222771658203,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.4, 'e': 0.020673874410481997}",25,11,25.319500725773537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.4, 'e': 0.020617311105826479}",25,14,16.189252937015752,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.4, 'e': 0.020561122174216028}",35,25,18.94938093132373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.4, 'e': 0.02050530369550857}",20,0,13.065924592939265,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
259,False,"{'a': 0.4, 'e': 0.020449851805596605}",25,10,29.19990984623745,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.4, 'e': 0.020394762695393691}",20,12,14.737836674977222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.4, 'e': 0.020340032609843087}",20,7,21.180375998017546,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.4, 'e': 0.020285657846947931}",20,16,8.095382315926905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.4, 'e': 0.020231634756822513}",20,11,2.8606226632219034,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.4, 'e': 0.02017795974076398}",30,16,22.954511602567422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.4, 'e': 0.02012462925034407}",25,13,18.485006491069257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.4, 'e': 0.020071639786520282}",30,9,30.088511284527556,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.4, 'e': 0.020018987898766064}",35,22,21.648014412753795,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.4, 'e': 0.019966670184219472}",30,22,15.018963684902479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,16,15.57577742102358,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,12,18.268805728645077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,18,12.042753027653765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,15,17.860298905727554,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",30,16,22.105465288477006,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,13,13.067895184594242,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,9,13.163839208272478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,14,32.140571572768074,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,11,29.45482781203139,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,4,24.551890238062136,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
